Sr. No.,Structure Name/Gate No,Division,Circle,Zone,Inspection Year,Inspection Type,Issue/Problem,Recommendation,"Rectification/
Action Taken",Condition,Domain,Latitude ,Longitude,Inspection Type Inspection Year
2153,Left Under Sluice Gate No. 06,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.376464,73.868942,Closure 2024-2025
2154,Left Under Sluice Gate No. 07,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.376525,73.868851,Closure 2024-2025
2155,Left Under Sluice Gate No. 08,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.376572,73.868762,Closure 2024-2025
2156,Main Weir Gate No. 01,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.37669,73.868531,Closure 2024-2025
2157,Main Weir Gate No. 02,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.376782,73.868358,Closure 2024-2025
2158,Main Weir Gate No. 03,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.376878,73.868186,Closure 2024-2025
2159,Main Weir Gate No. 04,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.376978,73.867992,Closure 2024-2025
2160,Main Weir Gate No. 05,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.377075,73.86782,Closure 2024-2025
2161,Main Weir Gate No. 06,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.377168,73.867634,Closure 2024-2025
2162,Main Weir Gate No. 07,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.377269,73.867452,Closure 2024-2025
2163,Main Weir Gate No. 08,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.377361,73.867275,Closure 2024-2025
2164,Main Weir Gate No. 09,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.377474,73.867072,Closure 2024-2025
2165,Main Weir Gate No. 10,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.377562,73.866898,Closure 2024-2025
2166,Main Weir Gate No. 11,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,Minor gear oil leakages were observed,Damaged seals of gear boxes should be replaced to avoid gear oil leakage.,,Satisfactory,Mechanical,30.377664,73.866708,Closure 2024-2025
2167,Main Weir Gate No. 12,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.377757,73.866532,Closure 2024-2025
2168,Main Weir Gate No. 13,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.377842,73.866371,Closure 2024-2025
2169,Main Weir Gate No. 14,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.377946,73.866164,Closure 2024-2025
2170,Main Weir Gate No. 15,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.378039,73.865988,Closure 2024-2025
2171,Main Weir Gate No. 16,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,Minor gear oil leakages were observed,Damaged seals of gear boxes should be replaced to avoid gear oil leakage.,,Satisfactory,Mechanical,30.37814,73.865801,Closure 2024-2025
2172,Main Weir Gate No. 17,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.378238,73.865618,Closure 2024-2025
2173,Main Weir Gate No. 18,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.378337,73.865426,Closure 2024-2025
2174,Main Weir Gate No. 19,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.378432,73.865253,Closure 2024-2025
2175,Main Weir Gate No. 20,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.378529,73.865077,Closure 2024-2025
2176,Main Weir Gate No. 21,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.378623,73.864889,Closure 2024-2025
2177,Main Weir Gate No. 22,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.378715,73.864713,Closure 2024-2025
2178,Main Weir Gate No. 23,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.378816,73.864527,Closure 2024-2025
2179,Main Weir Gate No. 24,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.37892,73.86433,Closure 2024-2025
2180,Right Under Sluice Gate No. 01,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.379029,73.864142,Closure 2024-2025
2181,Right Under Sluice Gate No. 02,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.37908,73.864049,Closure 2024-2025
2182,Right Under Sluice Gate No. 03,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.379132,73.86396,Closure 2024-2025
2183,Right Under Sluice Gate No. 04,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.379189,73.863854,Closure 2024-2025
2184,Right Under Sluice Gate No. 05,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.379238,73.863768,Closure 2024-2025
2185,Right Under Sluice Gate No. 06,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.379288,73.863671,Closure 2024-2025
2186,Right Under Sluice Gate No. 07,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.379339,73.863573,Closure 2024-2025
2187,Right Under Sluice Gate No. 08,Suleimanki Headworks Division,Nili Bar Canal Circle,Sahiwal,2024-2025,Closure,,,,Satisfactory,Mechanical,30.379389,73.863481,Closure 2024-2025
2188,Sidhnai Barrage Gate No. 01,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,"Bottom seals were damaged
Oil leakages in the gear box were observed","Damaged rubber seals on gate leaves should be replaced to avoid water leakages
Damaged seals of gear boxes should be replaced to avoid gear oil leakage
",,Satisfactory,Mechanical,30.57342,72.158104,Closure 2024-2025
2189,Sidhnai Barrage Gate No. 02,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Bottom seals were damaged,Damaged rubber seals on gate leaves should be replaced to avoid water leakages,,Satisfactory,Mechanical,30.57336,72.158113,Closure 2024-2025
2190,Sidhnai Barrage Gate No. 03,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,"Bottom seals were damaged
Oil leakages in the gear box were observed","Damaged rubber seals on gate leaves should be replaced to avoid water leakages
Damaged seals of gear boxes should be replaced to avoid gear oil leakage",,Satisfactory,Mechanical,30.573197,72.158026,Closure 2024-2025
2191,Sidhnai Barrage Gate No. 04,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.573032,72.157996,Closure 2024-2025
2192,Sidhnai Barrage Gate No. 05,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Bottom seals were damaged,Damaged rubber seals on gate leaves should be replaced to avoid water leakages,,Satisfactory,Mechanical,30.572878,72.157875,Closure 2024-2025
2193,Sidhnai Barrage Gate No. 06,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Oil leakages in the gear box were observed,Damaged seals of gear boxes should be replaced to avoid gear oil leakage.,,Satisfactory,Mechanical,30.572649,72.157785,Closure 2024-2025
2194,Sidhnai Barrage Gate No. 07,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.572637,72.157779,Closure 2024-2025
2195,Sidhnai Barrage Gate No. 08,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,"Bottom seals were damaged
Oil leakages in the gear box were observed","Damaged rubber seals on gate leaves should be replaced to avoid water leakages
Damaged seals of gear boxes should be replaced to avoid gear oil leakage",,Satisfactory,Mechanical,30.572585,72.157785,Closure 2024-2025
2196,Sidhnai Barrage Gate No. 09,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.572883,72.157192,Closure 2024-2025
2197,Sidhnai Barrage Gate No. 10,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.572293,72.157586,Closure 2024-2025
2198,Sidhnai Barrage Gate No. 11,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.572222,72.15767,Closure 2024-2025
2199,Sidhnai Barrage Gate No. 12,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Oil leakages in the gear box were observed,Damaged seals of gear boxes should be replaced to avoid gear oil leakage.,,Satisfactory,Mechanical,30.572234,72.157595,Closure 2024-2025
2200,Sidhnai Barrage Gate No. 13,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Bottom seals were damaged,Damaged rubber seals on gate leaves should be replaced to avoid water leakages,,Satisfactory,Mechanical,30.571865,72.15741,Closure 2024-2025
2201,Sidhnai Barrage Gate No. 14,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Oil leakages in the gear box were observed,Damaged seals of gear boxes should be replaced to avoid gear oil leakage.,,Satisfactory,Mechanical,30.571882,72.157413,Closure 2024-2025
2202,Sidhnai Barrage Gate No. 15,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Oil leakages in the gear box were observed,Damaged seals of gear boxes should be replaced to avoid gear oil leakage.,,Satisfactory,Mechanical,30.5718,72.157399,Closure 2024-2025
2203,Sidhnai Canal Gate No. 01,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.571571,72.15748,Closure 2024-2025
2204,Sidhnai Canal Gate No. 02,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.571553,72.157553,Closure 2024-2025
2205,Sidhnai Canal Gate No. 03,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Coupling was sheared and may lead to operation failure,Rigid coupling should be rehabilitated / replaced,,Satisfactory,Mechanical,30.571561,72.157546,Closure 2024-2025
2206,Sidhnai Canal Gate No. 04,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.571541,72.157546,Closure 2024-2025
2207,SMB Link Canal Gate No. 01,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.571539,72.157563,Closure 2024-2025
2208,SMB Link Canal Gate No. 02,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.571542,72.157565,Closure 2024-2025
2209,SMB Link Canal Gate No. 03,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.571538,72.157594,Closure 2024-2025
2210,SMB Link Canal Gate No. 04,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.571464,72.157632,Closure 2024-2025
2211,SMB Link Canal Gate No. 05,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.571459,72.157686,Closure 2024-2025
2212,SMB Link Canal Gate No. 06,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Right side drum cover was missing,Missing drum cover should be installed,,Satisfactory,Mechanical,30.571425,72.157685,Closure 2024-2025
2213,SMB Link Canal Gate No. 07,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Oil leakages in the gear box were observed,Damaged seals of gear boxes should be replaced to avoid gear oil leakage.,,Satisfactory,Mechanical,30.571428,72.157709,Closure 2024-2025
2214,SMB Link Canal Gate No. 08,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Oil leakages in the gear box were observed,Damaged seals of gear boxes should be replaced to avoid gear oil leakage.,,Satisfactory,Mechanical,30.571409,72.157804,Closure 2024-2025
2215,SMB Link Canal Gate No. 09,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,30.571066,72.158622,Closure 2024-2025
2216,SMB Link Canal Gate No. 10,Sidhnai Headworks Division,Trimmu Canal Circle,Multan,2024-2025,Closure,Oil leakages in the gear box were observed,Damaged seals of gear boxes should be replaced to avoid gear oil leakage.,,Satisfactory,Mechanical,30.571116,72.158728,Closure 2024-2025
2217,Left Under Sluice Gate No. 01,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.143924,72.1511311,Closure 2024-2025
2218,Left Under Sluice Gate No. 02,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.143942,72.151012,Closure 2024-2025
2219,Left Under Sluice Gate No. 03,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.143968,72.1508887,Closure 2024-2025
2220,Left Under Sluice Gate No. 04,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.143987,72.1507873,Closure 2024-2025
2221,Left Under Sluice Gate No. 05,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.144009,72.1506713,Closure 2024-2025
2222,Left Under Sluice Gate No. 06,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,Connecting Shaft was being rubbed against hoist platform supporting channel,Issue should be rectified,,Satisfactory,Mechanical,31.144029,72.1505567,Closure 2024-2025
2223,Left Under Sluice Gate No. 07,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.144052,72.1504407,Closure 2024-2025
2224,Left Under Sluice Gate No. 08,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.144074,72.1503232,Closure 2024-2025
2225,Main Weir Gate No.01,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.144118,72.1500983,Closure 2024-2025
2226,Main Weir Gate No.02,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,Connecting Shaft was being rubbed against hoist platform supporting channel,Issue should be rectified,,Satisfactory,Mechanical,31.144153,72.1498872,Closure 2024-2025
2227,Main Weir Gate No.03,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.144195,72.1496763,Closure 2024-2025
2228,Main Weir Gate No.04,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.14424,72.1494654,Closure 2024-2025
2229,Main Weir Gate No.05,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.144272,72.1492543,Closure 2024-2025
2230,Main Weir Gate No.06,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.144316,72.1490706,Closure 2024-2025
2231,Main Weir Gate No.07,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.144353,72.1488535,Closure 2024-2025
2232,Main Weir Gate No.08,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,Connecting Shaft was being rubbed against hoist platform supporting channel,Issue should be rectified,,Satisfactory,Mechanical,31.144395,72.1486426,Closure 2024-2025
2233,Main Weir Gate No.09,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.144438,72.1484317,Closure 2024-2025
2234,Main Weir Gate No.10,Trimmu Headworks Division ,Trimmu Canal Circle,Multan,2024-2025,Closure,,,,Satisfactory,Mechanical,31.14448,72.1482268,Closure 2024-2025
